# NodeID	Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	_id	OutDeg	Pagerank
663554280	1183142826	1281116631	6330	photo	http://www.flickr.com/photos/lerdobi/663554280/	77	26	0.000044
2209067032	1200905504	1314051589	121	photo	http://www.flickr.com/photos/jen_in_brisbane/2209067032/	78	17	0.000024
2473894066	1210171846	1310363843	436	photo	http://www.flickr.com/photos/esparta/2473894066/	79	32	0.000044
1309438708	1188796388	1286738889	209	photo	http://www.flickr.com/photos/diva3/1309438708/	80	52	0.000086
2589384044	1213761209	1312769957	1842	photo	http://www.flickr.com/photos/hryckowian/2589384044/	81	52	0.000109
2530958580	1211971195	1243776586	562	photo	http://www.flickr.com/photos/ladislav/2530958580/	82	23	0.000034
2592913664	1213882094	1315179867	914	photo	http://www.flickr.com/photos/craftapalooza/2592913664/	83	29	0.000048
1090081903	1186905688	1267347315	1933	photo	http://www.flickr.com/photos/moriza/1090081903/	84	62	0.000101
2294265600	1204043310	1297135392	422	photo	http://www.flickr.com/photos/altamar/2294265600/	85	31	0.000053
2205186308	1200789097	1256237552	755	photo	http://www.flickr.com/photos/sewpixie/2205186308/	86	10	0.000023
2454453216	1209556470	1307108042	177	photo	http://www.flickr.com/photos/scottalangreiff/2454453216/	87	15	0.000024
2337557654	1205672580	1301799010	990	photo	http://www.flickr.com/photos/eagereyes/2337557654/	88	22	0.000038
2361724751	1206484174	1298585348	266	photo	http://www.flickr.com/photos/gato-gato-gato/2361724751/	89	41	0.000053
2293433611	1204041868	1282160202	150	photo	http://www.flickr.com/photos/g-hat/2293433611/	90	25	0.000034
2303956824	1204434284	1290220183	56	photo	http://www.flickr.com/photos/thomas-merton/2303956824/	91	36	0.000042
2088748696	1196845843	1269922209	3007	photo	http://www.flickr.com/photos/foxxyz/2088748696/	92	15	0.000025
2303069868	1204405080	1226930003	489	photo	http://www.flickr.com/photos/splityarn/2303069868/	93	20	0.000032
2446267356	1209314002	1209672446	144	photo	http://www.flickr.com/photos/battlecat/2446267356/	94	9	0.000015
2214560848	1201096339	1309199957	1205	photo	http://www.flickr.com/photos/romanlily/2214560848/	95	20	0.000037
1473284990	1191353991	1255774841	1230	photo	http://www.flickr.com/photos/radziun/1473284990/	96	48	0.000069
2182631732	1199944952	1244162530	230	photo	http://www.flickr.com/photos/gideon/2182631732/	97	18	0.000027
2262342313	1202916998	1248731266	130	photo	http://www.flickr.com/photos/songtuyuri/2262342313/	98	43	0.000052
2330591184	1205380640	1291565965	234	photo	http://www.flickr.com/photos/peculiarmomma/2330591184/	99	25	0.000044
2515935920	1211530036	1283565319	386	photo	http://www.flickr.com/photos/gera_santos/2515935920/	100	40	0.000068
582629240	1182458289	1194212030	1440	photo	http://www.flickr.com/photos/leoprieto/582629240/	101	19	0.000037
2505470308	1211200303	1215243048	293	photo	http://www.flickr.com/photos/aftab/2505470308/	102	86	0.000153
2187034276	1200115535	1201388105	40	photo	http://www.flickr.com/photos/jbushnell/2187034276/	103	13	0.000020
2616194674	1214579418	1281488198	856	photo	http://www.flickr.com/photos/anythreewords/2616194674/	104	32	0.000053
2194165892	1200360997	1299307608	182	photo	http://www.flickr.com/photos/kortini/2194165892/	105	6	0.000011
2289189388	1203878330	1207349536	16	photo	http://www.flickr.com/photos/sheilatostes/2289189388/	106	3	0.000007
2436608065	1208983041	1247259768	137	photo	http://www.flickr.com/photos/mathias-erhart/2436608065/	107	20	0.000027
2509591703	1211336514	1257370734	315	photo	http://www.flickr.com/photos/ju5t1n/2509591703/	108	29	0.000042
2591900522	1213842341	1294563879	206	photo	http://www.flickr.com/photos/kathiemcl_pty/2591900522/	109	31	0.000049
1559546514	1192281326	1264817641	486	photo	http://www.flickr.com/photos/charlie_harvey/1559546514/	110	14	0.000021
2317090987	1204942278	1260074491	135	photo	http://www.flickr.com/photos/leahwoodruff/2317090987/	111	23	0.000028
2520204811	1211714233	1291020093	11351	photo	http://www.flickr.com/photos/stephaniekac/2520204811/	112	91	0.000157
556885238	1182007297	1286894773	413	photo	http://www.flickr.com/photos/greenthumbs/556885238/	113	7	0.000016
2506995612	1211235254	1213813934	165	photo	http://www.flickr.com/photos/jb1/2506995612/	114	19	0.000030
2302942264	1204401144	1288655490	1141	photo	http://www.flickr.com/photos/fabio_dsp/2302942264/	115	29	0.000043
2152589765	1199147515	1254925878	204	photo	http://www.flickr.com/photos/jenwaller/2152589765/	116	21	0.000030
2294448344	1204049244	1285078029	70	photo	http://www.flickr.com/photos/wattsdave/2294448344/	117	12	0.000016
2292661120	1203981738	1209426335	1391	photo	http://www.flickr.com/photos/maggiemason/2292661120/	118	11	0.000021
2258277397	1202766991	1210769798	197	photo	http://www.flickr.com/photos/simczuk/2258277397/	119	94	0.000116
2417711412	1208305853	1314200715	226	photo	http://www.flickr.com/photos/patrick_dockens/2417711412/	120	22	0.000030
2283730995	1203708961	1301869974	201	photo	http://www.flickr.com/photos/peregrineblue/2283730995/	121	5	0.000008
2093086896	1197013411	1266516227	180	photo	http://www.flickr.com/photos/fatmandy/2093086896/	122	43	0.000048
1831423937	1194038147	1284758239	108	photo	http://www.flickr.com/photos/furbychan/1831423937/	123	23	0.000033
2308128347	1204586143	1282150993	86	photo	http://www.flickr.com/photos/abalos/2308128347/	124	17	0.000026
2520112980	1211680298	1296609073	1896	photo	http://www.flickr.com/photos/jjjohn/2520112980/	125	94	0.000148
2185507648	1200059535	1274487021	1516	photo	http://www.flickr.com/photos/fotomaf/2185507648/	126	25	0.000051
2486912297	1210625045	1268999019	245	photo	http://www.flickr.com/photos/lofi/2486912297/	127	4	0.000007
575766804	1182351847	1195448369	290	photo	http://www.flickr.com/photos/poyang/575766804/	128	11	0.000021
2266640836	1203058581	1215009503	283	photo	http://www.flickr.com/photos/37degrees/2266640836/	129	11	0.000015
872690634	1185142970	1187370139	168	photo	http://www.flickr.com/photos/pokpok/872690634/	130	26	0.000035
2251069905	1202523584	1203046059	253	photo	http://www.flickr.com/photos/leecullivan/2251069905/	131	8	0.000012
2531066788	1211976172	1269797653	183	photo	http://www.flickr.com/photos/zen/2531066788/	132	35	0.000055
2313307611	1204780412	1314481915	3347	photo	http://www.flickr.com/photos/ozjulian/2313307611/	133	123	0.000239
2603899034	1214212328	1299777228	1515	photo	http://www.flickr.com/photos/ews/2603899034/	134	18	0.000025
2323772638	1205137956	1255688377	466	photo	http://www.flickr.com/photos/ronlayters/2323772638/	135	46	0.000056
2016687372	1195039635	1285624420	625	photo	http://www.flickr.com/photos/maniya/2016687372/	136	74	0.000102
2284010607	1203718519	1229024017	64	photo	http://www.flickr.com/photos/more_pi-dah/2284010607/	137	9	0.000013
1714927654	1193166671	1308750298	83	photo	http://www.flickr.com/photos/sebi/1714927654/	138	8	0.000013
748653876	1183828168	1265883414	1549	photo	http://www.flickr.com/photos/zeynepk/748653876/	139	60	0.000123
571173252	1182288195	1221146141	318	photo	http://www.flickr.com/photos/agharti/571173252/	140	29	0.000047
2598961969	1214109381	1241844169	777	photo	http://www.flickr.com/photos/murilocardoso/2598961969/	141	36	0.000062
1424785344	1190489591	1231780394	225	photo	http://www.flickr.com/photos/meshal/1424785344/	142	49	0.000088
2268450069	1203176196	1304107977	208	photo	http://www.flickr.com/photos/faithrevenge/2268450069/	143	22	0.000042
2483021978	1210505770	1309192886	254	photo	http://www.flickr.com/photos/freeurmind/2483021978/	144	32	0.000042
2600474628	1214135795	1297938901	1779	photo	http://www.flickr.com/photos/eudaimos/2600474628/	145	26	0.000046
2487571641	1210641774	1305599313	2233	photo	http://www.flickr.com/photos/huggerindustries/2487571641/	146	29	0.000053
2235174615	1201916173	1206916739	96	photo	http://www.flickr.com/photos/subtleromance/2235174615/	147	2	0.000007
2305459101	1204503649	1307343121	719	photo	http://www.flickr.com/photos/jamelah/2305459101/	148	26	0.000039
2283059644	1203646338	1235791658	2274	photo	http://www.flickr.com/photos/earlysound/2283059644/	149	17	0.000035
2164125171	1199414205	1279815126	1196	photo	http://www.flickr.com/photos/telwink/2164125171/	150	40	0.000061
2187654912	1200146644	1211483950	241	photo	http://www.flickr.com/photos/cajie/2187654912/	151	8	0.000011
2247319405	1202359165	1217238493	76	photo	http://www.flickr.com/photos/digiart2001/2247319405/	152	11	0.000013
2444285665	1209275603	1299197551	2011	photo	http://www.flickr.com/photos/ashleyrosex/2444285665/	153	63	0.000125
686577746	1183317204	1312640856	1238	photo	http://www.flickr.com/photos/looking4poetry/686577746/	154	22	0.000038
1024298701	1186375891	1305303804	3363	photo	http://www.flickr.com/photos/jeffwerner/1024298701/	155	51	0.000092
1805405190	1193768824	1276051629	12469	photo	http://www.flickr.com/photos/geektechnique/1805405190/	156	16	0.000035
2623243193	1214805282	1277415184	326	photo	http://www.flickr.com/photos/ala_members/2623243193/	157	12	0.000019
1152361647	1187389420	1295227560	547	photo	http://www.flickr.com/photos/good-karma/1152361647/	158	17	0.000027
2544695225	1212421727	1274397422	206	photo	http://www.flickr.com/photos/jimfrazier/2544695225/	159	52	0.000063
2519155850	1211651046	1290787277	160	photo	http://www.flickr.com/photos/samolo/2519155850/	160	16	0.000026
2332719762	1205473622	1209925628	250	photo	http://www.flickr.com/photos/jcroft/2332719762/	161	40	0.000055
2099837599	1197281710	1292684812	489	photo	http://www.flickr.com/photos/mrsenil/2099837599/	162	22	0.000036
2296557354	1204130823	1314341326	171	photo	http://www.flickr.com/photos/madelinetosh/2296557354/	163	14	0.000021
2151508685	1199117541	1269938718	351	photo	http://www.flickr.com/photos/madelinetosh/2151508685/	164	10	0.000015
1455546968	1191022964	1311223200	529	photo	http://www.flickr.com/photos/bookgrl/1455546968/	165	16	0.000022
2336825876	1205640598	1209949625	36	photo	http://www.flickr.com/photos/glaciergirl/2336825876/	166	14	0.000023
2487655047	1210643822	1254779769	2040	photo	http://www.flickr.com/photos/gzahnd/2487655047/	167	15	0.000031
2441088052	1209131784	1296048491	8102	photo	http://www.flickr.com/photos/thomashawk/2441088052/	168	103	0.000167
2310589563	1204674044	1307950621	546	photo	http://www.flickr.com/photos/ro_buk/2310589563/	169	52	0.000101
2071363057	1196279308	1200701270	52	photo	http://www.flickr.com/photos/beurre/2071363057/	170	13	0.000020
1297282244	1188678414	1300672089	2052	photo	http://www.flickr.com/photos/davepearson/1297282244/	171	18	0.000030
2207173700	1200857135	1219691778	205	photo	http://www.flickr.com/photos/bucher/2207173700/	172	30	0.000038
2105616744	1197461435	1301222456	5492	photo	http://www.flickr.com/photos/kitta/2105616744/	173	23	0.000044
2259468560	1202779246	1315332509	5537	photo	http://www.flickr.com/photos/sxld/2259468560/	174	21	0.000027
1067310916	1186714220	1308724350	537	photo	http://www.flickr.com/photos/dharmesh84/1067310916/	175	38	0.000060
2179468784	1199839226	1232215221	1302	photo	http://www.flickr.com/photos/gabrielpevide/2179468784/	176	47	0.000081
2517165616	1211575239	1293974809	289	photo	http://www.flickr.com/photos/54459164@N00/2517165616/	177	30	0.000039
2050970372	1195588315	1299194729	127	photo	http://www.flickr.com/photos/carloscastejon/2050970372/	178	15	0.000019
2543777128	1212372015	1214843950	241	photo	http://www.flickr.com/photos/tasteful_tn/2543777128/	179	31	0.000046
2505619912	1211204663	1237046900	667	photo	http://www.flickr.com/photos/vermininc/2505619912/	180	60	0.000090
764608328	1184020754	1194824617	506	photo	http://www.flickr.com/photos/photocapy/764608328/	181	26	0.000041
1430377748	1190590780	1299006721	3989	photo	http://www.flickr.com/photos/jacktwo/1430377748/	182	52	0.000068
2293502860	1204009232	1272305321	311	photo	http://www.flickr.com/photos/kaiwa_4/2293502860/	183	5	0.000014
763018645	1184013142	1297742370	1005	photo	http://www.flickr.com/photos/meredithfarmer/763018645/	184	34	0.000066
2283222932	1203652416	1278558765	371	photo	http://www.flickr.com/photos/sugarfreak/2283222932/	185	9	0.000016
2170771190	1199586946	1255828656	366	photo	http://www.flickr.com/photos/meanandpinchy/2170771190/	186	32	0.000051
2316617120	1204892856	1206654295	43	photo	http://www.flickr.com/photos/mikedebiasio/2316617120/	187	9	0.000017
1896710772	1194401073	1203541148	427	photo	http://www.flickr.com/photos/cdnphoto/1896710772/	188	52	0.000100
2589996650	1213786103	1251753554	451	photo	http://www.flickr.com/photos/sarmax/2589996650/	189	55	0.000086
2185963767	1200104326	1280355233	89	photo	http://www.flickr.com/photos/teresa-stanton/2185963767/	190	3	0.000012
1673101086	1192975745	1196563441	324	photo	http://www.flickr.com/photos/moojie/1673101086/	191	14	0.000021
2436763964	1208962823	1295686749	283	photo	http://www.flickr.com/photos/opid/2436763964/	192	19	0.000030
2247581026	1202339507	1217315390	1666	photo	http://www.flickr.com/photos/gladius/2247581026/	193	13	0.000021
2438756672	1209040688	1209599856	118	photo	http://www.flickr.com/photos/zwhiterussian/2438756672/	194	8	0.000011
2371118340	1206793925	1210352377	226	photo	http://www.flickr.com/photos/cane_rosso/2371118340/	195	48	0.000074
2501676228	1211102835	1299039124	386	photo	http://www.flickr.com/photos/theowright/2501676228/	196	25	0.000038
2540927899	1212330478	1213493095	269	photo	http://www.flickr.com/photos/philliecasablanca/2540927899/	197	14	0.000023
2356886679	1206354044	1267107923	1010	photo	http://www.flickr.com/photos/shok/2356886679/	198	14	0.000019
2325482840	1205189412	1212073790	293	photo	http://www.flickr.com/photos/simczuk/2325482840/	199	87	0.000117
2483697568	1210524471	1309493391	7607	photo	http://www.flickr.com/photos/notsogoodphotography/2483697568/	200	82	0.000159
2472346988	1210114609	1299702546	33881	photo	http://www.flickr.com/photos/seier/2472346988/	201	54	0.000059
2272080009	1203289071	1266911396	235	photo	http://www.flickr.com/photos/neftos/2272080009/	202	14	0.000022
2535270260	1212105696	1296784836	54	photo	http://www.flickr.com/photos/davidjoyner/2535270260/	203	21	0.000039
833235716	1184636859	1293154866	1322	photo	http://www.flickr.com/photos/9160678@N06/833235716/	204	25	0.000036
770978315	1184099575	1300717410	267	photo	http://www.flickr.com/photos/neftos/770978315/	205	27	0.000044
2379494035	1207058026	1277000880	733	photo	http://www.flickr.com/photos/haoz/2379494035/	206	15	0.000023
2329247647	1205362388	1209420745	164	photo	http://www.flickr.com/photos/jkgroove/2329247647/	207	19	0.000026
2493662622	1210808996	1289290170	600	photo	http://www.flickr.com/photos/drukaman/2493662622/	208	41	0.000066
2308468179	1204596614	1272761182	8084	photo	http://www.flickr.com/photos/marimoon/2308468179/	209	69	0.000170
2133160069	1198520893	1223467986	881	photo	http://www.flickr.com/photos/telstar/2133160069/	210	37	0.000079
1195532821	1187720870	1203294507	132	photo	http://www.flickr.com/photos/jremigio/1195532821/	211	6	0.000008
2113173988	1197736523	1215666508	360	photo	http://www.flickr.com/photos/nadio/2113173988/	212	22	0.000031
994815472	1186126744	1291207885	8440	photo	http://www.flickr.com/photos/auro/994815472/	213	69	0.000122
2530196166	1211943933	1212985550	133	photo	http://www.flickr.com/photos/slightlynorth/2530196166/	214	17	0.000020
2124718900	1198144179	1310343033	126	photo	http://www.flickr.com/photos/wmacphail/2124718900/	215	10	0.000018
2179218206	1199831321	1287420248	1284	photo	http://www.flickr.com/photos/definetheline/2179218206/	216	25	0.000044
938121931	1185709781	1310814730	343	photo	http://www.flickr.com/photos/shrapnel1/938121931/	217	42	0.000087
2497846740	1227212171	1237457920	862	photo	http://www.flickr.com/photos/digilager/2497846740/	218	28	0.000047
2542292404	1212342522	1221015723	551	photo	http://www.flickr.com/photos/chdot/2542292404/	219	17	0.000031
2520398193	1211720743	1218130159	203	photo	http://www.flickr.com/photos/tonostudio/2520398193/	220	22	0.000032
2244505263	1202248774	1228852053	103	photo	http://www.flickr.com/photos/thesheriff/2244505263/	221	19	0.000023
629438253	1182856263	1314866578	1467	photo	http://www.flickr.com/photos/74438997@N00/629438253/	222	15	0.000032
2305040300	1204475668	1264046071	568	photo	http://www.flickr.com/photos/paullew/2305040300/	223	14	0.000022
2453054208	1209503548	1283612133	390	photo	http://www.flickr.com/photos/paco_calvino/2453054208/	224	43	0.000064
2231099907	1201738612	1263076767	646	photo	http://www.flickr.com/photos/massalim/2231099907/	225	33	0.000047
1382829117	1189812992	1200853636	115	photo	http://www.flickr.com/photos/s4xton/1382829117/	226	14	0.000025
2333747706	1205522932	1305470671	353	photo	http://www.flickr.com/photos/saramusico/2333747706/	227	51	0.000081
2285719311	1203789774	1212022868	32	photo	http://www.flickr.com/photos/rosslauderdale/2285719311/	228	8	0.000014
2408268119	1208046743	1310076400	851	photo	http://www.flickr.com/photos/sethoscope/2408268119/	229	27	0.000047
2336220351	1205649683	1304489376	33997	photo	http://www.flickr.com/photos/stuckincustoms/2336220351/	230	245	0.000432
2455863454	1209604449	1226340659	483	photo	http://www.flickr.com/photos/chrisdonia/2455863454/	231	17	0.000026
2512124222	1211396219	1294261475	395	photo	http://www.flickr.com/photos/stewf/2512124222/	232	18	0.000032
2178785400	1199819016	1305809236	1018	photo	http://www.flickr.com/photos/deepblue66/2178785400/	233	19	0.000033
2198268112	1200514539	1287695515	224	photo	http://www.flickr.com/photos/sotomayor/2198268112/	234	17	0.000030
2589958408	1213784146	1229169314	285	photo	http://www.flickr.com/photos/randomix/2589958408/	235	22	0.000031
1275695404	1188470781	1314260388	374	photo	http://www.flickr.com/photos/yjv/1275695404/	236	43	0.000069
2075117060	1196387755	1290519696	626	photo	http://www.flickr.com/photos/sovietuk/2075117060/	237	23	0.000033
2617377328	1214616483	1237480243	145	photo	http://www.flickr.com/photos/akahodag/2617377328/	238	37	0.000065
2459733138	1209743650	1309325472	12070	photo	http://www.flickr.com/photos/joi/2459733138/	239	40	0.000085
2294733100	1204058375	1225744689	88	photo	http://www.flickr.com/photos/dreamsjung/2294733100/	240	20	0.000025
2424101760	1208552896	1284290126	891	photo	http://www.flickr.com/photos/lawrencebraunphoto/2424101760/	241	15	0.000036
2539847648	1212268763	1251817304	403	photo	http://www.flickr.com/photos/katiew/2539847648/	242	9	0.000015
1000214200	1186170374	1247094837	497	photo	http://www.flickr.com/photos/rooreynolds/1000214200/	243	9	0.000014
2373291730	1206855610	1257196823	50	photo	http://www.flickr.com/photos/stikfiguir/2373291730/	244	6	0.000015
2101300826	1197305618	1308532671	1774	photo	http://www.flickr.com/photos/stewart/2101300826/	245	58	0.000110
2259100245	1202791766	1283900969	295	photo	http://www.flickr.com/photos/zenobia_joy/2259100245/	246	28	0.000038
2449221394	1209390749	1308423018	426	photo	http://www.flickr.com/photos/eileen_mcfall/2449221394/	247	67	0.000125
2206427133	1200857955	1307569337	2884	photo	http://www.flickr.com/photos/loganart/2206427133/	248	66	0.000131
2288775677	1203886796	1247091447	787	photo	http://www.flickr.com/photos/sharkbait/2288775677/	249	41	0.000051
2408859920	1208038997	1267903412	308	photo	http://www.flickr.com/photos/stranded_starfish/2408859920/	250	36	0.000068
2430893175	1208795186	1312702717	3387	photo	http://www.flickr.com/photos/williamhook/2430893175/	251	28	0.000037
2449312525	1209412613	1296690347	361	photo	http://www.flickr.com/photos/professorbop/2449312525/	252	35	0.000058
2117522900	1197875844	1198599977	487	photo	http://www.flickr.com/photos/earlysound/2117522900/	253	10	0.000019
963441091	1185899009	1279488010	4961	photo	http://www.flickr.com/photos/mosesxan/963441091/	254	29	0.000044
2200453408	1200602299	1263407055	380	photo	http://www.flickr.com/photos/9619972@N08/2200453408/	255	32	0.000040
2519399731	1211683783	1305771178	1717	photo	http://www.flickr.com/photos/jason_burmeister/2519399731/	256	59	0.000076
2401329972	1207756420	1256144209	458	photo	http://www.flickr.com/photos/zach_manchester/2401329972/	257	52	0.000090
